,Unnamed: 0,Height,Weight
95,,1.8034,83.91452
96,,1.778,70.30676
97,,1.6764,77.11064
98,,1.6764,65.77083999999999
99,,1.6764,63.50288
100,,1.7271999999999998,99.79024
101,,1.6001999999999998,65.77083999999999
102,,1.7526,112.490816
103,,1.778,90.264808
104,,1.8034,104.32616
105,,1.778,81.64656
106,,1.905,85.728888
107,,1.7271999999999998,72.57472
108,,1.7018,57.152592
109,,1.8288,97.975872
110,,1.8796,117.93392
111,,1.778,90.7184
112,,1.7526,82.553744
113,,1.7526,90.7184
114,,1.778,117.026736
115,,1.7526,79.3786
116,,1.7271999999999998,68.0388
117,,1.9304,90.7184
118,,1.6764,86.18248
119,,1.8034,79.3786
120,,1.8541999999999998,91.625584
121,,1.8288,81.64656
122,,1.778,107.047712
123,,1.7526,86.18248
124,,1.8034,88.904032
125,,1.778,113.398
126,,1.6764,84.821704
127,,1.7018,68.0388
128,,1.7526,67.131616
129,,1.7526,96.161504
130,,1.8541999999999998,104.32616
131,,1.778,92.079176
132,,1.7526,111.13004
133,,1.778,95.25431999999999
134,,1.6764,65.77083999999999
135,,1.8796,83.91452
136,,1.7526,102.0582
137,,1.8288,101.604608
138,,1.778,73.481904
139,,1.8541999999999998,98.883056
140,,1.6764,99.79024
141,,1.8288,80.739376
142,,1.6764,68.0388
143,,1.8541999999999998,109.76926399999999
144,,1.8034,80.28578399999999
145,,1.7018,88.45044
146,,1.6256,61.23492
147,,1.7526,90.7184
148,,1.7526,70.30676
149,,1.8034,97.975872
150,,1.8034,69.853168
151,,1.7018,68.0388
152,,1.8034,65.77083999999999
153,,1.8541999999999998,79.83219199999999
154,,1.905,106.59412
155,,1.8288,81.64656
156,,1.7526,79.3786
157,,1.7526,68.0388
158,,1.7526,80.28578399999999
159,,1.8541999999999998,104.32616
160,,1.7018,78.471416
161,,1.905,74.389088
162,,1.8288,106.59412
163,,1.651,59.874144
164,,1.8288,68.0388
165,,1.905,95.25431999999999
166,,1.7271999999999998,60.781328
167,,1.7271999999999998,106.59412
168,,1.7526,70.30676
169,,1.7526,90.7184
170,,1.7271999999999998,91.625584
171,,1.8034,100.243832
172,,1.7526,88.45044
173,,1.7018,62.595696
174,,1.8288,102.0582
175,,1.778,88.904032
176,,1.7018,73.028312
177,,1.8034,86.18248
178,,1.8034,167.82904
179,,1.778,83.91452
180,,1.778,65.317248
181,,1.8034,99.79024
182,,1.8034,93.439952
183,,1.7526,72.57472
184,,1.778,89.811216
185,,1.8288,79.3786
186,,1.7526,96.615096
187,,1.7526,83.91452
188,,1.7526,106.59412
189,,1.7271999999999998,83.91452
190,,1.7018,77.11064
191,,1.6764,97.52228
192,,1.778,79.3786
193,,1.7271999999999998,73.935496
194,,1.8034,87.089664
195,,1.651,93.893544
196,,1.8288,81.64656
197,,1.7526,72.57472
198,,1.8034,79.3786
199,,1.7526,83.91452
200,,1.905,124.7378
201,,1.7271999999999998,81.64656
202,,1.7526,95.25431999999999
203,,1.7271999999999998,83.91452
204,,1.8541999999999998,90.7184
205,,1.7018,77.11064
206,,1.778,75.296272
207,,1.778,90.7184
208,,1.7526,86.18248
209,,1.8541999999999998,104.32616
210,,1.8796,95.25431999999999
211,,1.778,70.30676
212,,1.778,97.52228
213,,1.651,68.0388
214,,1.778,107.501304
215,,1.9304,92.98636
216,,1.7526,102.965384
217,,1.8288,81.64656
218,,1.7018,102.511792
219,,1.7271999999999998,73.028312
220,,1.7526,98.883056
221,,1.8034,81.64656
222,,1.8034,78.017824
223,,1.778,86.18248
224,,1.8288,88.45044
225,,1.7526,77.11064
226,,1.8541999999999998,81.64656
227,,1.905,102.0582
228,,1.8796,95.25431999999999
229,,1.8034,102.0582
230,,1.7526,79.83219199999999
231,,1.7526,58.96696
232,,1.8288,76.203456
233,,1.8288,86.18248
234,,1.6764,113.398
235,,1.7271999999999998,107.047712
236,,1.8541999999999998,114.305184
237,,1.8541999999999998,88.45044
238,,1.8034,90.7184
239,,1.7526,83.91452
240,,1.8288,77.564232
241,,1.8034,79.83219199999999
242,,1.8034,92.98636
243,,1.8541999999999998,86.18248
244,,1.8288,95.25431999999999
245,,1.7526,112.944408
246,,1.7271999999999998,87.089664
247,,1.778,78.925008
248,,1.7018,72.121128
249,,1.8796,83.91452
250,,1.7271999999999998,78.017824
251,,1.651,62.595696
252,,1.651,73.028312
253,,1.7018,74.84268
254,,1.6764,100.697424
255,,1.8034,112.944408
256,,1.7018,72.57472
257,,1.8034,103.418976
258,,1.8034,65.77083999999999
259,,1.8034,83.91452
260,,1.8034,77.564232
261,,1.8034,88.45044
262,,1.7018,73.935496
263,,1.7018,88.45044
264,,1.8541999999999998,104.32616
265,,1.6764,81.64656
266,,1.7018,78.925008
267,,1.8541999999999998,77.11064
268,,1.8288,102.0582
269,,1.7271999999999998,72.57472
270,,1.778,72.57472
271,,1.7271999999999998,67.131616
272,,1.8034,58.96696
273,,1.778,77.11064
274,,1.6764,65.77083999999999
275,,1.7018,82.100152
276,,1.8034,81.64656
277,,1.7018,79.3786
278,,1.651,72.57472
279,,1.8288,82.100152
280,,1.8034,68.0388
281,,1.7271999999999998,78.471416
282,,1.778,81.192968
283,,1.7018,72.121128
284,,1.905,92.532768
285,,1.6764,106.140528
286,,1.6764,79.3786
287,,1.7271999999999998,70.30676
288,,1.778,84.368112
289,,1.6764,68.945984
290,,1.778,83.91452
291,,1.7526,82.553744
292,,1.8541999999999998,88.45044
293,,1.7271999999999998,75.749864
294,,1.778,74.84268
295,,1.651,90.7184
296,,1.905,151.95332
297,,1.7526,117.026736
298,,1.8796,108.86207999999999
299,,1.778,109.31567199999999
300,,1.778,71.667536
301,,1.8034,70.760352
302,,1.9558,120.20188
303,,1.8288,75.749864
304,,1.6764,94.347136
305,,1.7526,106.59412
306,,1.8034,83.91452
307,,1.8541999999999998,90.7184
308,,1.8034,119.294696
309,,1.7526,73.935496
310,,1.7018,83.91452
311,,1.8288,95.25431999999999
312,,1.651,78.017824
313,,1.8288,75.296272
314,,1.8796,83.91452
315,,1.8796,92.079176
316,,1.7018,103.872568
317,,1.8034,81.64656
318,,1.8288,70.760352
319,,1.651,88.904032
320,,1.7018,77.11064
321,,1.778,77.11064
322,,1.8288,98.883056
323,,1.7271999999999998,99.79024
324,,1.7018,97.975872
325,,1.6764,58.513368
326,,1.7018,70.30676
327,,1.8288,83.91452
328,,1.7526,77.11064
329,,1.651,76.203456
330,,1.8288,79.3786
331,,1.8541999999999998,87.089664
332,,1.7018,69.399576
333,,1.7018,73.028312
334,,1.7018,84.368112
335,,1.8034,92.98636
336,,1.7271999999999998,72.57472
337,,1.7526,90.7184
338,,1.7526,70.30676
339,,1.524,70.30676
340,,1.778,89.811216
341,,1.7271999999999998,74.389088
342,,1.8034,81.64656
343,,1.8034,73.028312
344,,1.7526,77.11064
345,,1.8288,90.264808
346,,1.8034,106.59412
347,,1.8541999999999998,116.573144
348,,1.7018,92.532768
349,,1.905,96.615096
350,,1.778,95.25431999999999
351,,1.651,70.760352
352,,1.7018,79.3786
353,,1.6764,58.96696
354,,1.778,74.84268
355,,1.8288,136.0776
356,,1.778,93.439952
357,,1.6256,70.30676
358,,1.9304,88.45044
359,,1.778,70.30676
360,,1.7526,77.11064
361,,1.8034,97.975872
362,,1.6001999999999998,68.0388
363,,1.7526,81.64656
364,,1.6764,67.585208
365,,1.8034,68.945984
366,,1.778,68.945984
367,,1.8541999999999998,92.98636
368,,1.7018,77.11064
369,,1.7271999999999998,82.100152
370,,1.8034,97.52228
371,,1.7526,100.243832
372,,1.8541999999999998,90.7184
373,,1.7526,99.79024
374,,1.7526,70.30676
375,,1.778,70.30676
376,,1.8541999999999998,122.923432
377,,1.8288,91.625584
378,,1.778,96.615096
379,,1.778,123.83061599999999
380,,1.6256,79.83219199999999
381,,1.778,77.11064
382,,1.7526,92.98636
383,,1.6764,80.739376
384,,1.7018,83.91452
385,,1.7526,65.77083999999999
386,,1.778,68.0388
387,,1.6001999999999998,56.699
388,,1.7271999999999998,104.779752
389,,1.7526,83.91452
390,,1.7271999999999998,68.0388
391,,1.778,84.368112
392,,1.778,81.192968
393,,1.8288,78.017824
394,,1.8034,74.389088
395,,1.6764,58.96696
396,,1.778,83.91452
397,,1.7271999999999998,77.11064
398,,1.7526,83.91452
399,,1.8288,90.264808
400,,1.8288,61.23492
401,,1.7271999999999998,72.57472
402,,1.8034,95.25431999999999
403,,1.778,72.57472
404,,1.8796,95.25431999999999
405,,1.8796,90.7184
406,,1.8034,134.263232
407,,1.8288,97.52228
408,,1.8796,90.7184
409,,1.8034,99.79024
410,,1.8288,91.625584
411,,1.8034,120.20188
412,,1.8541999999999998,84.821704
413,,1.8288,104.32616
414,,1.8034,147.4174
415,,1.7526,72.57472
416,,1.778,77.11064
417,,1.7526,72.57472
418,,1.7526,81.64656
419,,1.8034,81.64656
420,,1.8288,91.171992
421,,1.7526,79.3786
422,,1.8034,73.481904
423,,1.7271999999999998,88.45044
424,,1.8541999999999998,102.0582
425,,1.6764,104.32616
426,,1.8034,86.18248
427,,1.7526,89.811216
428,,1.7526,67.131616
429,,1.8034,76.203456
430,,1.778,80.28578399999999
431,,1.6764,77.11064
432,,1.8034,108.86207999999999
433,,1.8541999999999998,108.86207999999999
434,,1.8541999999999998,99.79024
435,,1.651,56.245408
436,,1.8541999999999998,92.98636
437,,1.7271999999999998,99.336648
438,,1.905,123.83061599999999
439,,1.7271999999999998,71.667536
440,,1.8034,66.678024
441,,1.7271999999999998,73.481904
442,,1.6764,68.492392
443,,1.6764,54.431039999999996
444,,1.778,78.017824
445,,1.651,95.25431999999999
446,,1.8034,77.11064
447,,1.7271999999999998,98.429464
448,,1.7271999999999998,75.749864
449,,1.8288,81.64656
450,,1.7271999999999998,80.739376
451,,1.8541999999999998,112.944408
452,,1.7018,73.935496
453,,1.7526,73.935496
454,,1.8796,113.398
455,,1.8796,105.233344
456,,1.8288,73.481904
457,,1.7526,104.32616
458,,1.8288,75.296272
459,,1.8288,90.7184
460,,1.7526,89.811216
461,,1.8288,81.64656
462,,1.8034,104.32616
463,,1.8541999999999998,108.86207999999999
464,,1.7526,90.7184
465,,1.651,56.699
466,,1.8034,122.923432
467,,1.7526,79.3786
468,,1.7271999999999998,92.079176
469,,1.7526,98.429464
470,,1.778,81.64656
471,,1.7018,74.84268
472,,1.8288,77.564232
473,,1.778,83.007336
474,,1.7018,95.25431999999999
475,,1.8541999999999998,92.98636
476,,1.7271999999999998,78.925008
477,,1.7271999999999998,72.57472
478,,1.6764,83.91452
479,,1.8034,92.98636
480,,1.9304,100.697424
481,,1.6764,72.57472
482,,1.7526,59.874144
483,,1.7271999999999998,80.28578399999999
484,,1.8796,81.64656
485,,1.7526,70.30676
486,,1.7271999999999998,106.59412
487,,1.651,73.935496
488,,1.8034,108.86207999999999
489,,1.7526,77.564232
490,,1.8288,98.883056
491,,1.6001999999999998,68.0388
492,,1.6764,99.79024
493,,1.8796,108.408488
494,,1.8034,88.45044
495,,1.7526,72.57472
496,,1.778,96.161504
497,,1.8796,99.79024
498,,1.8541999999999998,99.79024
499,,1.8288,70.760352
500,,1.7018,68.945984
501,,1.6764,83.91452
502,,1.6256,95.25431999999999
503,,1.778,73.935496
504,,1.8034,73.935496
505,,1.7526,79.3786
506,,1.8541999999999998,83.91452
507,,1.7526,72.57472
508,,1.9304,81.192968
509,,1.7018,76.203456
510,,1.651,61.688512
511,,1.8034,93.439952
512,,1.7271999999999998,90.7184
513,,1.7271999999999998,68.0388
514,,1.8796,93.439952
515,,1.8034,87.996848
516,,1.8288,108.86207999999999
517,,1.778,86.18248
518,,1.8034,96.615096
519,,1.6764,94.347136
520,,1.8541999999999998,77.11064
521,,1.6764,81.64656
522,,1.9558,71.667536
523,,1.7271999999999998,102.0582
524,,1.7271999999999998,108.86207999999999
525,,1.8288,93.893544
526,,1.7526,72.57472
527,,1.7526,124.28420799999999
528,,1.7271999999999998,90.7184
529,,1.8288,88.45044
530,,1.7526,93.439952
531,,1.7526,91.625584
532,,1.7018,72.57472
533,,1.8034,72.57472
534,,1.778,100.697424
535,,1.7018,117.480328
536,,1.7526,95.25431999999999
537,,1.8288,90.7184
538,,1.7526,95.25431999999999
539,,1.8796,83.91452
540,,1.7018,59.874144
541,,1.8034,72.57472
542,,1.7018,72.57472
543,,1.8796,104.32616
544,,1.778,79.3786
545,,1.7526,83.91452
546,,1.8541999999999998,83.460928
547,,1.8796,108.408488
548,,1.7526,79.83219199999999
549,,1.778,78.925008
550,,1.7526,73.481904
551,,1.8034,71.667536
552,,1.7018,68.0388
553,,1.651,63.50288
554,,1.8034,74.84268
555,,1.8541999999999998,85.728888
556,,1.7018,66.678024
557,,1.7018,99.79024
558,,1.8034,78.017824
559,,1.7018,92.98636
560,,1.7526,71.213944
561,,1.6764,80.739376
562,,1.651,108.86207999999999
563,,1.8541999999999998,104.32616
564,,1.7526,99.79024
565,,1.651,61.688512
566,,1.905,149.68536
567,,1.9558,74.84268
568,,1.651,81.64656
569,,1.7271999999999998,76.203456
570,,1.7018,77.11064
571,,1.8034,95.25431999999999
572,,1.6764,86.18248
573,,1.8796,84.821704
574,,1.778,86.18248
575,,1.7526,72.57472
576,,1.778,88.45044
577,,1.8034,87.996848
578,,1.7018,72.57472
579,,1.778,89.357624
580,,1.905,90.7184
581,,1.8541999999999998,78.017824
582,,1.8034,92.98636
583,,1.8288,75.749864
584,,1.8288,81.64656
585,,1.7271999999999998,74.84268
586,,1.778,81.64656
587,,1.7526,86.18248
588,,1.778,86.18248
589,,1.8034,74.84268
590,,1.8034,81.64656
591,,1.6764,74.84268
592,,1.8288,83.91452
593,,1.778,90.264808
594,,1.778,78.925008
595,,1.9558,97.068688
596,,1.8034,86.636072
597,,1.7271999999999998,99.79024
598,,1.6764,114.758776
599,,1.8541999999999998,143.335072
600,,1.6764,90.264808
601,,1.7271999999999998,78.925008
602,,1.7271999999999998,79.3786
603,,1.7271999999999998,69.399576
604,,1.8034,80.28578399999999
605,,1.7526,117.026736
606,,1.8288,94.347136
607,,1.7271999999999998,130.180904
608,,1.8796,108.86207999999999
609,,1.7018,72.57472
610,,1.778,81.64656
611,,1.8034,97.52228
612,,1.7271999999999998,91.171992
613,,1.7271999999999998,83.91452
614,,1.7018,90.7184
615,,1.7018,95.25431999999999
616,,1.7271999999999998,71.213944
617,,1.8034,90.7184
618,,1.651,58.96696
619,,1.778,79.3786
620,,1.8288,63.50288
621,,1.8034,81.64656
622,,1.778,111.13004
623,,1.8288,72.57472
624,,1.8541999999999998,95.25431999999999
625,,1.651,74.84268
626,,1.7018,72.57472
627,,1.8288,87.996848
628,,1.9304,113.398
629,,1.7526,86.18248
630,,1.778,104.32616
631,,1.7526,74.84268
632,,1.8288,77.11064
633,,1.651,85.275296
634,,1.8034,89.811216
635,,1.8288,99.79024
636,,1.778,81.64656
637,,1.6256,81.64656
638,,1.7526,72.57472
639,,1.8796,106.59412
640,,1.8034,102.0582
641,,1.651,58.96696
642,,1.8541999999999998,83.91452
643,,1.7018,83.91452
644,,1.8288,91.625584
645,,1.7526,90.7184
646,,1.778,78.925008
647,,1.7018,79.3786
648,,1.7526,66.678024
649,,1.651,70.30676
650,,1.8034,97.068688
651,,1.6764,58.96696
652,,1.7018,64.410064
653,,1.905,91.171992
654,,1.7526,95.25431999999999
655,,1.7018,77.11064
656,,1.6764,81.64656
657,,1.8034,99.79024
658,,1.8541999999999998,81.64656
659,,1.7018,120.20188
660,,1.7018,100.697424
661,,1.778,83.91452
662,,1.6764,96.161504
663,,1.7526,103.872568
664,,1.7526,102.0582
665,,1.8541999999999998,108.408488
666,,1.778,111.13004
667,,1.7018,72.57472
668,,1.7526,81.64656
669,,1.7018,90.7184
670,,1.8541999999999998,90.7184
671,,1.7271999999999998,94.347136
672,,1.651,82.553744
673,,1.778,83.91452
674,,1.8034,98.883056
675,,1.7526,97.52228
676,,1.778,94.347136
677,,1.778,81.64656
678,,1.7526,67.131616
679,,1.7526,113.398
680,,1.8034,68.0388
681,,1.6256,74.389088
682,,1.6001999999999998,72.121128
683,,1.6764,82.553744
684,,1.6764,90.7184
685,,1.7271999999999998,107.954896
686,,1.8288,90.7184
687,,1.7526,70.30676
688,,1.651,59.874144
689,,1.8288,77.11064
690,,1.9304,88.45044
691,,1.8034,81.64656
692,,1.905,98.429464
693,,1.7526,83.007336
694,,1.7271999999999998,68.0388
695,,1.8796,110.676448
696,,1.8034,95.25431999999999
697,,1.8541999999999998,88.45044
698,,1.7271999999999998,65.77083999999999
699,,1.7271999999999998,65.77083999999999
700,,1.7526,94.347136
701,,1.8034,102.0582
702,,1.7018,84.368112
703,,1.778,77.11064
704,,1.905,95.25431999999999
705,,1.778,92.98636
706,,1.7526,95.25431999999999
707,,1.8541999999999998,108.86207999999999
708,,1.7018,72.57472
709,,1.8034,99.79024
710,,1.7526,83.91452
711,,1.8034,79.3786
712,,1.7271999999999998,83.91452
713,,1.778,81.64656
714,,1.7018,72.57472
715,,1.8034,73.935496
716,,1.7271999999999998,79.3786
717,,1.905,52.616672
718,,1.6764,93.893544
719,,1.9304,81.64656
720,,1.8288,86.18248
721,,1.8541999999999998,95.25431999999999
722,,1.651,101.151016
723,,1.7526,88.904032
724,,1.7018,68.0388
725,,1.6764,88.904032
726,,1.7271999999999998,104.32616
727,,1.8796,95.25431999999999
728,,1.7018,97.52228
729,,1.8288,127.00576
730,,1.8034,92.079176
731,,1.651,76.203456
732,,1.8796,102.0582
733,,1.7526,90.7184
734,,1.7526,90.7184
735,,1.6764,103.872568
736,,1.7018,63.50288
737,,1.7526,72.57472
738,,1.8034,87.543256
739,,1.778,108.86207999999999
740,,1.6764,63.50288
741,,1.8034,91.171992
742,,1.9304,108.86207999999999
743,,1.7526,83.91452
744,,1.7018,88.45044
745,,1.8288,81.64656
746,,1.8541999999999998,86.18248
747,,1.7526,96.161504
748,,1.7271999999999998,86.18248
749,,1.7526,106.59412
750,,1.8541999999999998,115.66596
751,,1.651,57.606184
752,,1.8541999999999998,99.336648
753,,1.778,102.0582
754,,1.8288,98.883056
755,,1.778,79.3786
756,,1.7018,74.84268
757,,1.6001999999999998,79.83219199999999
758,,1.7018,68.0388
759,,1.778,99.79024
760,,1.6764,77.11064
761,,1.7526,74.389088
762,,1.7526,68.0388
763,,1.6764,83.91452
764,,1.7271999999999998,67.131616
765,,1.8034,92.98636
766,,1.7526,113.398
767,,1.6764,83.91452
768,,1.7271999999999998,76.203456
769,,1.6764,85.728888
770,,1.8796,90.7184
771,,1.6764,88.45044
772,,1.7526,68.0388
773,,1.8288,78.925008
774,,1.7526,73.481904
775,,1.8541999999999998,85.275296
776,,1.7526,90.7184
777,,1.6256,78.017824
778,,1.7526,70.30676
779,,1.7271999999999998,84.821704
780,,1.778,113.398
781,,1.8541999999999998,115.212368
782,,1.7526,65.77083999999999
783,,1.8288,99.79024
784,,1.7018,102.511792
785,,1.6764,54.431039999999996
786,,1.7271999999999998,90.264808
787,,1.778,117.026736
788,,1.778,97.52228
789,,1.8541999999999998,90.7184
790,,1.651,56.699
791,,1.7526,100.243832
792,,1.778,98.429464
793,,1.6764,65.77083999999999
794,,1.8034,99.79024
795,,1.6764,92.532768
796,,1.8034,94.80072799999999
797,,1.8288,122.46984
798,,1.6764,98.429464
799,,1.7018,82.100152
800,,1.8288,77.11064
801,,1.7018,56.245408
802,,1.5748,54.431039999999996
803,,1.778,92.98636
804,,1.7271999999999998,81.64656
805,,1.8034,77.11064
806,,1.8034,70.760352
807,,1.8034,86.18248
808,,1.8541999999999998,88.45044
809,,1.7271999999999998,86.18248
810,,1.8288,70.30676
811,,1.9558,108.86207999999999
812,,1.8288,90.7184
813,,1.7526,77.564232
814,,1.778,89.357624
815,,1.7526,72.57472
816,,1.8541999999999998,96.161504
817,,1.7018,64.863656
818,,1.6256,63.50288
819,,1.8541999999999998,97.52228
820,,1.8541999999999998,89.357624
821,,1.6256,95.25431999999999
822,,1.778,94.80072799999999
823,,1.7526,89.357624
824,,1.8034,84.821704
825,,1.6764,68.0388
826,,1.6764,74.389088
827,,1.7526,72.57472
828,,1.6764,92.98636
829,,1.651,70.30676
830,,1.7526,90.7184
831,,1.7018,77.11064
832,,1.8034,96.161504
833,,1.8288,97.068688
834,,1.7526,70.30676
835,,1.9304,122.46984
836,,1.7018,74.84268
837,,1.7526,74.389088
838,,1.7526,91.625584
839,,1.7526,86.18248
840,,1.651,70.30676
841,,1.778,92.98636
842,,1.8034,88.45044
843,,1.7526,92.98636
844,,1.7018,91.625584
845,,1.8288,76.203456
846,,1.778,113.398
847,,1.7271999999999998,85.728888
848,,1.7526,78.471416
849,,1.7271999999999998,81.64656
850,,1.7271999999999998,81.64656
851,,1.8034,88.45044
852,,1.8288,97.52228
853,,1.7271999999999998,68.0388
854,,1.8288,97.52228
855,,1.7526,90.7184
856,,1.8034,102.0582
857,,1.7018,72.57472
858,,1.778,97.52228
859,,1.7526,95.25431999999999
860,,1.7526,74.84268
861,,1.8034,95.25431999999999
862,,1.8541999999999998,104.779752
863,,1.8288,94.347136
864,,1.8796,95.25431999999999
865,,1.8288,95.25431999999999
866,,1.8034,127.912944
867,,1.8288,98.883056
868,,1.9558,127.00576
869,,1.8796,102.0582
870,,1.8034,83.91452
871,,1.8796,74.84268
872,,2.0065999999999997,99.79024
873,,1.8034,77.11064
874,,1.778,72.57472
875,,1.7271999999999998,79.3786
876,,1.7271999999999998,131.54167999999999
877,,1.7526,73.935496
878,,1.8288,94.347136
879,,1.8288,107.047712
880,,1.7018,56.699
881,,1.651,122.46984
882,,1.6764,86.18248
883,,1.8034,72.57472
884,,1.8541999999999998,86.18248
885,,1.7271999999999998,88.45044
886,,1.8034,77.11064
887,,1.7526,74.84268
888,,1.7018,65.77083999999999
889,,1.8796,64.863656
890,,1.8541999999999998,72.57472
891,,1.7526,81.64656
892,,1.778,104.32616
893,,1.8541999999999998,135.624008
894,,1.7018,72.121128
895,,1.7271999999999998,99.79024
896,,1.9304,102.965384
897,,1.7271999999999998,72.57472
898,,1.6764,90.7184
899,,1.6764,74.84268
900,,1.8796,117.93392
901,,1.8541999999999998,111.583632
902,,1.7271999999999998,87.089664
903,,1.8288,106.59412
904,,1.651,108.86207999999999
905,,1.8034,97.52228
906,,1.8796,108.86207999999999
907,,1.8034,62.595696
908,,1.8541999999999998,122.46984
909,,1.8796,81.64656
910,,1.6764,92.079176
911,,1.8796,97.52228
912,,1.7526,102.0582
913,,1.6256,70.30676
914,,1.5748,58.96696
915,,1.778,90.7184
916,,1.8541999999999998,90.7184
917,,1.778,110.222856
918,,1.651,63.50288
919,,1.8034,104.32616
920,,1.778,82.553744
921,,1.8541999999999998,122.46984
922,,1.6764,81.64656
923,,1.8034,102.0582
924,,1.8541999999999998,95.25431999999999
925,,1.6256,91.625584
926,,1.8288,99.79024
927,,1.7271999999999998,83.91452
928,,1.7526,91.625584
929,,1.6764,72.57472
930,,1.8541999999999998,117.93392
931,,1.6256,64.863656
932,,1.7018,91.171992
933,,1.6764,72.57472
934,,1.7271999999999998,86.18248
935,,1.8541999999999998,86.18248
936,,1.7018,86.18248
937,,1.7018,91.625584
938,,1.7018,86.18248
939,,1.8541999999999998,95.25431999999999
940,,1.7018,88.45044
941,,1.8034,99.79024
942,,1.6764,79.83219199999999
